ID;R;PD;PE;FD;ProtectedStatus;Clima;Ecorregion;PP_MM;TMED;logitude;latitude;CodRegion
22764;15;4.663968694;0.012573218;1.421568501;1;Temperate;Magellanic_forests;2100;9;-72.579986;-48.882546;11
22771;15;4.373014481;0.013604026;1.190239218;0;Polar;Patagonian_Steppe;700;4;-72.579986;-50.632546;12
22772;14;4.140840191;0.013131024;1.176656002;1;Arid;Patagonian_Steppe;120;8;-72.579986;-50.882546;12
22773;14;4.140840191;0.013131024;1.176656002;1;Arid;Magellanic_forests;120;8;-72.579986;-51.132546;12
22774;14;4.140840191;0.013131024;1.176656002;0;Arid;Magellanic_forests;120;8;-72.579986;-51.382546;12
22775;12;3.895860931;0.008821839;1.295518249;1;Arid;Magellanic_forests;120;8;-72.579986;-51.632546;12
22776;9;3.218752571;0.005991296;1.413445491;0;Arid;Magellanic_forests;120;8;-72.579986;-51.882546;12
22777;7;2.561764631;0.003207571;1.492476145;0;Temperate;Magellanic_forests;1800;6.5;-72.579986;-52.132546;12
22778;6;2.36274513;0.003014629;1.515229311;0;Temperate;Magellanic_forests;1800;6.5;-72.579986;-52.382546;12
22779;6;2.65174442;0.004211742;1.701492668;1;Temperate;Magellanic_forests;1800;6.5;-72.579986;-52.632546;12
22780;4;2.21231078;0.003590912;1.210666211;1;Temperate;Magellanic_forests;1800;6.5;-72.579986;-52.882546;12
22781;3;1.95296958;0.003402297;0.738969433;1;Temperate;Magellanic_forests;1800;6.5;-72.579986;-53.132546;12
22782;4;2.02960631;0.003163847;1.398835028;1;Temperate;Magellanic_forests;1800;6.5;-72.579986;-53.382546;12
22783;1;0.84684718;0.002056133;0;1;Polar;Magellanic_forests;700;4;-72.579986;-53.632546;12
22784;0;0;0;NA;1;Polar;Magellanic_forests;700;4;-72.579986;-53.882546;12
22785;0;0;0;NA;1;Polar;Magellanic_forests;700;4;-72.579986;-54.132546;12
22786;0;0;0;NA;1;Polar;Magellanic_forests;700;4;-72.579986;-54.382546;12
22863;8;2.833197781;0.004201304;1.81112374;0;Temperate;Valdivian_forests;700;11;-72.329986;-35.132546;7
22864;9;3.010593921;0.00457502;1.778060937;0;Temperate;Valdivian_forests;700;11;-72.329986;-35.382546;7
22865;9;3.010593921;0.00457502;1.778060937;1;Temperate;Valdivian_forests;700;11;-72.329986;-35.632546;7
22866;10;3.087764691;0.004664546;1.683244469;1;Temperate;Chilean_matorral;700;11;-72.329986;-35.882546;7
22867;11;3.241494321;0.005083192;1.594573408;0;Temperate;Chilean_matorral;700;11;-72.329986;-36.132546;16
22868;10;2.780129331;0.004855257;1.782793747;0;Temperate;Chilean_matorral;700;11;-72.329986;-36.382546;16
22869;12;3.292419311;0.00562997;1.702945317;0;Temperate;Chilean_matorral;700;11;-72.329986;-36.632546;16
22870;11;2.857300101;0.004944782;1.701809949;0;Temperate;Chilean_matorral;700;11;-72.329986;-36.882546;8
22871;11;2.857300101;0.004944782;1.701809949;0;Temperate;Chilean_matorral;700;11;-72.329986;-37.132546;8
22872;11;2.857300101;0.004944782;1.701809949;0;Temperate;Chilean_matorral;700;11;-72.329986;-37.382546;8
22873;11;2.857300101;0.004944782;1.701809949;0;Temperate;Chilean_matorral;700;11;-72.329986;-37.632546;8
22874;12;3.318582611;0.005844331;1.578994019;0;Temperate;Chilean_matorral;700;11;-72.329986;-37.882546;9
22875;12;3.318582611;0.005844331;1.578994019;0;Temperate;Chilean_matorral;700;11;-72.329986;-38.132546;9
22876;12;3.318582611;0.005844331;1.578994019;0;Temperate;Chilean_matorral;700;11;-72.329986;-38.382546;9
22877;12;3.318582611;0.005844331;1.578994019;0;Temperate;Chilean_matorral;700;11;-72.329986;-38.632546;9
22878;12;3.318582611;0.005844331;1.578994019;0;Temperate;Chilean_matorral;2100;9.5;-72.329986;-38.882546;9
22879;12;3.570373861;0.006159037;1.635140712;0;Temperate;Chilean_matorral;2100;9.5;-72.329986;-39.132546;9
22880;14;3.712726521;0.008194224;1.600187671;0;Temperate;Chilean_matorral;2100;9.5;-72.329986;-39.382546;14
22881;11;3.548780221;0.006819873;1.489628962;0;Temperate;Valdivian_forests;2100;9.5;-72.329986;-39.632546;14
22882;11;3.548780221;0.006819873;1.489628962;0;Temperate;Valdivian_forests;2100;9.5;-72.329986;-39.882546;14
22883;11;3.548780221;0.006819873;1.489628962;0;Temperate;Valdivian_forests;2100;9;-72.329986;-40.132546;14
22884;12;3.589536701;0.007858956;1.450742194;1;Temperate;Valdivian_forests;2100;9;-72.329986;-40.382546;14
22885;11;3.548780221;0.006819873;1.489628962;1;Temperate;Valdivian_forests;2100;9;-72.329986;-40.632546;10
22886;11;3.548780221;0.006819873;1.489628962;1;Temperate;Valdivian_forests;2100;9;-72.329986;-40.882546;10
22887;11;3.548780221;0.006819873;1.489628962;1;Temperate;Valdivian_forests;2100;9;-72.329986;-41.132546;10
22888;10;3.142249141;0.004591704;1.501562905;1;Temperate;Valdivian_forests;2100;9;-72.329986;-41.382546;10
22889;9;2.988519511;0.004173058;NA;1;Temperate;Valdivian_forests;2100;9;-72.329986;-41.632546;10
22890;9;2.988519511;0.004173058;1.590432738;1;Temperate;Valdivian_forests;2100;9;-72.329986;-41.882546;10
22891;9;2.988519511;0.004173058;1.590432738;1;Temperate;Valdivian_forests;2100;9;-72.329986;-42.132546;10
22892;9;3.051706841;0.004080351;1.533294033;1;Temperate;Valdivian_forests;2100;9;-72.329986;-42.382546;10
22893;9;3.051706841;0.004080351;1.533294033;1;Temperate;Valdivian_forests;2100;9;-72.329986;-42.632546;10
22894;9;3.051706841;0.004080351;1.533294033;1;Temperate;Valdivian_forests;2100;9;-72.329986;-42.882546;10
22895;9;3.051706841;0.004080351;1.533294033;1;Temperate;Valdivian_forests;2100;9;-72.329986;-43.132546;10
22896;9;3.051706841;0.004080351;1.533294033;1;Temperate;Valdivian_forests;2100;9;-72.329986;-43.382546;10
22897;9;3.051706841;0.004080351;1.533294033;1;Temperate;Valdivian_forests;2100;9;-72.329986;-43.632546;11
22898;9;3.051706841;0.004080351;1.533294033;1;Temperate;Valdivian_forests;2100;9;-72.329986;-43.882546;11
22899;9;3.051706841;0.004080351;1.533294033;1;Temperate;Valdivian_forests;2100;9;-72.329986;-44.132546;11
22900;10;3.531298641;0.00649036;1.474492382;1;Temperate;Valdivian_forests;2100;9;-72.329986;-44.382546;11
22901;9;3.051706841;0.004080351;1.533294033;1;Temperate;Valdivian_forests;2100;9;-72.329986;-44.632546;11
22902;10;3.497308831;0.006678598;1.583274774;1;Temperate;Valdivian_forests;2100;9;-72.329986;-44.882546;11
22903;11;3.791496661;0.007230094;1.516887958;0;Temperate;Valdivian_forests;2100;9;-72.329986;-45.132546;11
22904;12;3.891452911;0.008495599;1.504944465;1;Temperate;Valdivian_forests;2100;9;-72.329986;-45.382546;11
22905;13;4.371044711;0.010905608;1.450786027;1;Temperate;Valdivian_forests;2100;9;-72.329986;-45.632546;11
22906;11;3.791496661;0.007230094;1.516887958;1;Temperate;Valdivian_forests;2100;9;-72.329986;-45.882546;11
22907;12;4.271088461;0.009640103;1.452975785;1;Temperate;Valdivian_forests;2100;9;-72.329986;-46.132546;11
22908;13;4.371044711;0.010905608;1.450786027;0;Temperate;Valdivian_forests;1800;6.5;-72.329986;-46.382546;11
22909;12;4.174350021;0.010134641;1.470782897;1;Temperate;Patagonian_Steppe;2100;9;-72.329986;-46.632546;11
22910;12;4.174350021;0.010134641;1.470782897;1;Temperate;Patagonian_Steppe;900;6;-72.329986;-46.882546;11
22911;13;4.213639464;0.010967635;1.510956307;1;Temperate;Magellanic_forests;700;11;-72.329986;-47.132546;11
22912;14;4.431794404;0.012100216;1.436927871;0;Temperate;Magellanic_forests;700;11;-72.329986;-47.382546;11
22913;13;4.278064774;0.01168157;1.464017388;0;Temperate;Magellanic_forests;900;6;-72.329986;-47.632546;11
22914;13;4.278064774;0.01168157;1.464017388;0;Temperate;Magellanic_forests;900;6;-72.329986;-47.882546;11
22915;14;4.445813754;0.011440636;1.487601954;0;Temperate;Magellanic_forests;700;11;-72.329986;-48.132546;11
22916;15;4.663968694;0.012573218;1.421568501;0;Temperate;Magellanic_forests;700;11;-72.329986;-48.382546;11
22925;14;4.270326891;0.013032515;1.259371701;0;Polar;Patagonian_Steppe;700;4;-72.329986;-50.632546;12
22926;14;4.140840191;0.013131024;1.176656002;0;Arid;Patagonian_Steppe;120;8;-72.329986;-50.882546;12
22927;14;4.140840191;0.013131024;1.176656002;0;Arid;Patagonian_Steppe;120;8;-72.329986;-51.132546;12
22928;14;4.140840191;0.013131024;1.176656002;0;Arid;Magellanic_forests;120;8;-72.329986;-51.382546;12
22929;12;3.895860931;0.008821839;1.295518249;0;Arid;Magellanic_forests;120;8;-72.329986;-51.632546;12
22930;11;3.497789481;0.007211984;1.237274462;0;Arid;Magellanic_forests;120;8;-72.329986;-51.882546;12
22931;10;3.279634541;0.006079403;1.349867715;0;Arid;Magellanic_forests;120;8;-72.329986;-52.132546;12
22932;8;3.01973307;0.005798355;1.402098105;0;Temperate;Magellanic_forests;1800;6.5;-72.329986;-52.382546;12
22933;8;3.23402381;0.007193262;1.416590043;0;Temperate;Magellanic_forests;1800;6.5;-72.329986;-52.632546;12
22934;6;2.739280561;0.004280253;1.790515325;1;Temperate;Magellanic_forests;1800;6.5;-72.329986;-52.882546;12
22935;6;2.65174442;0.004211742;1.701492668;1;Temperate;Magellanic_forests;1800;6.5;-72.329986;-53.132546;12
22936;5;2.32379414;0.003715343;1.301807571;1;Temperate;Magellanic_forests;1800;6.5;-72.329986;-53.382546;12
22937;4;2.02960631;0.003163847;1.398835028;1;Polar;Magellanic_forests;700;4;-72.329986;-53.632546;12
22938;0;0;0;NA;1;Polar;Magellanic_forests;700;4;-72.329986;-53.882546;12
22939;0;0;0;NA;1;Polar;Magellanic_forests;700;4;-72.329986;-54.132546;12
22940;0;0;0;NA;1;Polar;Magellanic_forests;700;4;-72.329986;-54.382546;12
23013;7;2.678985991;0.003873611;1.700764249;0;Temperate;Valdivian_forests;900;12;-72.079986;-34.132546;6
23014;7;2.678985991;0.003873611;1.700764249;0;Temperate;Valdivian_forests;700;11;-72.079986;-34.382546;6
23015;8;2.891925141;0.004259115;1.882778342;1;Temperate;Valdivian_forests;700;11;-72.079986;-34.632546;7
23016;9;2.891925141;0.004590227;1.864660788;1;Temperate;Valdivian_forests;700;11;-72.079986;-34.882546;7
23017;8;2.833197781;0.004201304;1.81112374;0;Temperate;Valdivian_forests;700;11;-72.079986;-35.132546;7
23018;9;3.010593921;0.00457502;1.778060937;0;Temperate;Chilean_matorral;700;11;-72.079986;-35.382546;7
23019;9;3.010593921;0.00457502;1.778060937;0;Temperate;Chilean_matorral;700;11;-72.079986;-35.632546;7
23020;9;3.010593921;0.00457502;1.778060937;0;Temperate;Chilean_matorral;700;11;-72.079986;-35.882546;7
23021;9;2.696852171;0.004303752;1.748714084;0;Temperate;Chilean_matorral;700;11;-72.079986;-36.132546;16
23022;11;3.134657511;0.0047822;1.725969437;0;Temperate;Chilean_matorral;700;11;-72.079986;-36.382546;16
23023;10;2.774022941;0.004393277;1.645696322;0;Temperate;Chilean_matorral;700;11;-72.079986;-36.632546;16
23024;12;3.170285751;0.005745393;1.650339838;0;Temperate;Chilean_matorral;700;11;-72.079986;-36.882546;16
23025;12;3.170285751;0.005745393;1.650339838;0;Temperate;Chilean_matorral;700;11;-72.079986;-37.132546;8
23026;11;2.953159761;0.00520213;1.560835212;0;Temperate;Chilean_matorral;700;11;-72.079986;-37.382546;8
23027;11;2.953159761;0.00520213;1.560835212;0;Temperate;Chilean_matorral;700;11;-72.079986;-37.632546;8
23028;13;3.813392501;0.006959648;1.572216709;0;Temperate;Chilean_matorral;2100;9.5;-72.079986;-37.882546;9
23029;13;3.813392501;0.006959648;1.572216709;0;Temperate;Chilean_matorral;2100;9.5;-72.079986;-38.132546;9
23030;13;3.813392501;0.006959648;1.572216709;0;Temperate;Chilean_matorral;700;11;-72.079986;-38.382546;9
23031;13;3.813392501;0.006959648;1.572216709;0;Temperate;Chilean_matorral;700;11;-72.079986;-38.632546;9
23032;13;3.813392501;0.006959648;1.572216709;0;Temperate;Chilean_matorral;2100;9.5;-72.079986;-38.882546;9
23033;13;3.813392501;0.006959648;1.572216709;0;Temperate;Chilean_matorral;2100;9.5;-72.079986;-39.132546;9
23034;13;3.629449361;0.00764272;1.571771834;1;Temperate;Chilean_matorral;2100;9.5;-72.079986;-39.382546;14
23035;12;3.548780221;0.007150984;1.533949764;1;Temperate;Valdivian_forests;2100;9.5;-72.079986;-39.632546;14
23036;12;3.548780221;0.007150984;1.533949764;1;Temperate;Valdivian_forests;2100;9.5;-72.079986;-39.882546;14
23037;12;3.548780221;0.007150984;1.533949764;0;Temperate;Valdivian_forests;2100;9;-72.079986;-40.132546;14
23038;12;3.548780221;0.007150984;1.533949764;1;Temperate;Valdivian_forests;2100;9;-72.079986;-40.382546;14
23039;14;3.809422801;0.010776964;1.467517459;1;Temperate;Valdivian_forests;2100;9;-72.079986;-40.632546;10
23040;12;3.768666321;0.009406768;1.441469612;1;Temperate;Valdivian_forests;2100;9;-72.079986;-40.882546;10
23041;13;4.116800851;0.010134476;1.443254354;1;Temperate;Valdivian_forests;2100;9;-72.079986;-41.132546;10
23042;12;3.563719561;0.006271826;1.520024445;1;Temperate;Valdivian_forests;2100;9;-72.079986;-41.382546;10
23043;11;3.490383671;0.005319412;1.521412402;0;Temperate;Valdivian_forests;2100;9;-72.079986;-41.632546;10
23044;11;3.490383671;0.005319412;1.521412402;1;Temperate;Valdivian_forests;2100;9;-72.079986;-41.882546;10
23045;11;3.617996311;0.00594064;1.440420279;1;Temperate;Valdivian_forests;2100;9.5;-72.079986;-42.132546;10
23046;11;3.617996311;0.00594064;1.440420279;1;Temperate;Valdivian_forests;2100;9;-72.079986;-42.382546;10
23047;10;3.269861781;0.005212932;1.394424577;1;Temperate;Valdivian_forests;2100;9;-72.079986;-42.632546;10
23048;9;3.051706841;0.004080351;1.533294033;1;Temperate;Valdivian_forests;2100;9;-72.079986;-42.882546;10
23049;10;3.269861781;0.005212932;1.394424577;0;Temperate;Valdivian_forests;2100;9;-72.079986;-43.132546;10
23050;11;3.715463771;0.007811179;1.457940341;0;Temperate;Valdivian_forests;2100;9;-72.079986;-43.382546;10
23051;10;3.497308831;0.006678598;1.583274774;0;Temperate;Valdivian_forests;2100;9;-72.079986;-43.632546;10
23052;10;3.497308831;0.006678598;1.583274774;1;Temperate;Valdivian_forests;2100;9;-72.079986;-43.882546;11
23053;10;3.497308831;0.006678598;1.583274774;1;Temperate;Valdivian_forests;2100;9;-72.079986;-44.132546;11
23054;10;3.497308831;0.006678598;1.583274774;1;Temperate;Valdivian_forests;2100;9;-72.079986;-44.382546;11
23055;11;3.791496661;0.007230094;1.516887958;1;Temperate;Valdivian_forests;2100;9;-72.079986;-44.632546;11
23056;11;3.791496661;0.007230094;1.516887958;1;Temperate;Valdivian_forests;2100;9;-72.079986;-44.882546;11
23057;11;3.791496661;0.007230094;1.516887958;0;Temperate;Valdivian_forests;2100;9;-72.079986;-45.132546;11
23058;13;4.124365822;0.014851032;1.568765498;1;Temperate;Valdivian_forests;2100;9;-72.079986;-45.382546;11
23059;14;4.603957622;0.017261041;1.515876271;1;Temperate;Valdivian_forests;2100;9;-72.079986;-45.632546;11
23060;14;4.603957622;0.017261041;1.515876271;1;Temperate;Valdivian_forests;2100;9;-72.079986;-45.882546;11
23061;15;4.836131912;0.017734042;1.499390481;1;Temperate;Valdivian_forests;2100;9;-72.079986;-46.132546;11
23062;15;4.801402851;0.013522127;1.370417117;0;Temperate;Patagonian_Steppe;700;11;-72.079986;-46.382546;11
23063;13;4.392504961;0.011267222;1.383221771;1;Temperate;Patagonian_Steppe;700;11;-72.079986;-46.632546;11
23064;13;4.392504961;0.011267222;1.383221771;1;Temperate;Patagonian_Steppe;900;6;-72.079986;-46.882546;11
23065;15;4.663968694;0.012573218;1.421568501;1;Temperate;Patagonian_Steppe;700;11;-72.079986;-47.132546;11
23066;14;4.431794404;0.012100216;1.436927871;0;Temperate;Magellanic_forests;700;11;-72.079986;-47.382546;11
23083;11;3.497789481;0.007211984;1.237274462;0;Arid;Magellanic_forests;120;8;-72.079986;-51.632546;12
23084;11;3.497789481;0.007211984;1.237274462;0;Arid;Magellanic_forests;120;8;-72.079986;-51.882546;12
23085;9;3.08061504;0.005886462;1.337285298;0;Arid;Magellanic_forests;120;8;-72.079986;-52.132546;12
23086;9;3.08061504;0.005886462;1.337285298;0;Temperate;Magellanic_forests;1800;6.5;-72.079986;-52.382546;12
23087;8;3.23402381;0.007193262;1.416590043;0;Temperate;Magellanic_forests;1800;6.5;-72.079986;-52.632546;12
23088;7;2.82914056;0.004585459;1.605130917;1;Polar;Magellanic_forests;700;4;-72.079986;-52.882546;12
23089;9;3.130847651;0.00534991;1.487140475;1;Temperate;Magellanic_forests;1800;6.5;-72.079986;-53.132546;12
23090;4;1.93210726;0.00194672;1.371822532;0;Temperate;Magellanic_forests;1800;6.5;-72.079986;-53.382546;12
23091;4;1.93210726;0.00194672;1.371822532;1;Temperate;Magellanic_forests;1800;6.5;-72.079986;-53.632546;12
23092;0;0;0;NA;1;Polar;Magellanic_forests;700;4;-72.079986;-53.882546;12
23093;0;0;0;NA;1;Polar;Magellanic_forests;700;4;-72.079986;-54.132546;12
23094;1;0.84684718;0.002056133;0;1;Polar;Magellanic_forests;700;4;-72.079986;-54.382546;12
23095;1;0.84684718;0.002056133;0;1;Polar;Magellanic_forests;700;4;-72.079986;-54.632546;12
23153;11;3.289483991;0.008057051;1.703048191;1;Arid;Chilean_matorral;120;8;-71.829986;-30.632546;4
23154;9;2.482081731;0.005911741;1.734785622;0;Arid;Chilean_matorral;120;8;-71.829986;-30.882546;4
23163;10;2.893026431;0.006406855;1.695936691;0;Temperate;Chilean_matorral;900;12;-71.829986;-33.132546;5
23164;9;2.893026431;0.00525689;1.693792752;0;Temperate;Chilean_matorral;900;12;-71.829986;-33.382546;5
23165;8;2.813464401;0.004515737;1.657103493;1;Temperate;Chilean_matorral;900;12;-71.829986;-33.632546;5
23166;8;2.813464401;0.004515737;1.657103493;1;Temperate;Chilean_matorral;900;12;-71.829986;-33.882546;5
23167;7;2.678985991;0.003873611;1.700764249;0;Temperate;Chilean_matorral;700;11;-71.829986;-34.132546;6
23168;8;2.891925141;0.004259115;1.882778342;0;Temperate;Chilean_matorral;700;11;-71.829986;-34.382546;6
23169;9;2.891925141;0.004590227;1.864660788;0;Temperate;Chilean_matorral;700;11;-71.829986;-34.632546;7
23170;9;2.891925141;0.004590227;1.864660788;0;Temperate;Chilean_matorral;700;11;-71.829986;-34.882546;7
23171;8;2.833197781;0.004201304;1.81112374;0;Temperate;Chilean_matorral;700;11;-71.829986;-35.132546;7
23172;9;3.010593921;0.00457502;1.778060937;0;Temperate;Chilean_matorral;700;11;-71.829986;-35.382546;7
23173;8;2.543122541;0.003885106;1.859777888;0;Temperate;Chilean_matorral;700;11;-71.829986;-35.632546;7
23174;9;2.696852171;0.004303752;1.748714084;0;Temperate;Chilean_matorral;700;11;-71.829986;-35.882546;7
23175;11;3.209142151;0.005078466;1.652768247;0;Temperate;Chilean_matorral;700;11;-71.829986;-36.132546;16
23176;11;3.209142151;0.005078466;1.652768247;0;Temperate;Chilean_matorral;700;11;-71.829986;-36.382546;16
23177;12;3.452160791;0.005879077;1.60059625;0;Temperate;Chilean_matorral;700;11;-71.829986;-36.632546;16
23178;13;3.946970681;0.006994393;1.594372721;0;Temperate;Chilean_matorral;700;11;-71.829986;-36.882546;16
23179;12;3.729844691;0.006451131;1.500013185;0;Temperate;Chilean_matorral;700;11;-71.829986;-37.132546;8
23180;12;3.729844691;0.006451131;1.500013185;0;Temperate;Chilean_matorral;2100;9.5;-71.829986;-37.382546;8
23181;13;3.813121851;0.007002635;1.556085782;0;Temperate;Chilean_matorral;2100;9.5;-71.829986;-37.632546;8
23182;13;3.813392501;0.006959648;1.572216709;1;Temperate;Chilean_matorral;2100;9.5;-71.829986;-37.882546;9
23183;15;4.044751001;0.007718554;1.649769088;1;Temperate;Chilean_matorral;2100;9.5;-71.829986;-38.132546;9
23184;14;3.904893091;0.018597643;1.601019047;0;Temperate;Valdivian_forests;2100;9.5;-71.829986;-38.382546;9
23185;13;3.813392501;0.006959648;1.572216709;1;Temperate;Valdivian_forests;2100;9.5;-71.829986;-38.632546;9
23186;12;3.730115341;0.006408143;1.528478466;1;Temperate;Valdivian_forests;2100;9.5;-71.829986;-38.882546;9
23187;13;3.820657641;0.006919496;1.526293231;1;Temperate;Valdivian_forests;2100;9.5;-71.829986;-39.132546;9
23188;13;3.791798861;0.007951595;1.481963183;1;Temperate;Valdivian_forests;2100;9.5;-71.829986;-39.382546;14
23189;14;4.011684961;0.010538491;1.456078966;1;Temperate;Valdivian_forests;2100;9.5;-71.829986;-39.632546;14
23190;14;4.011684961;0.010538491;1.456078966;0;Temperate;Valdivian_forests;2100;9.5;-71.829986;-39.882546;14
23191;14;4.011684961;0.010538491;1.456078966;0;Temperate;Valdivian_forests;2100;9;-71.829986;-40.132546;14
23192;14;4.269277191;0.010754845;1.477193974;1;Temperate;Valdivian_forests;2100;9;-71.829986;-40.382546;14
23193;14;4.269277191;0.010754845;1.477193974;1;Temperate;Valdivian_forests;2100;9;-71.829986;-40.632546;10
23194;15;4.359819491;0.011266198;1.460363083;1;Temperate;Valdivian_forests;2100;9;-71.829986;-40.882546;10
23195;14;4.359819491;0.010935086;1.412059727;1;Temperate;Valdivian_forests;2100;9;-71.829986;-41.132546;10
23196;13;4.023255421;0.008780567;1.434734313;1;Temperate;Valdivian_forests;2100;9;-71.829986;-41.382546;10
23197;11;3.490383671;0.005319412;1.521412402;0;Temperate;Valdivian_forests;2100;9;-71.829986;-41.632546;10
23198;12;3.708538611;0.006451993;1.427225508;0;Temperate;Valdivian_forests;2100;9.5;-71.829986;-41.882546;10
23199;13;4.295772591;0.009011888;1.452493834;0;Temperate;Valdivian_forests;2100;9;-71.829986;-42.132546;10
23203;13;4.295772591;0.009011888;1.452493834;1;Temperate;Valdivian_forests;2100;9;-71.829986;-43.132546;10
23204;12;3.947638061;0.00828418;1.437569162;1;Temperate;Valdivian_forests;2100;9;-71.829986;-43.382546;10
23205;11;3.715463771;0.007811179;1.457940341;0;Temperate;Valdivian_forests;2100;9;-71.829986;-43.632546;10
23206;11;3.715463771;0.007811179;1.457940341;1;Temperate;Valdivian_forests;2100;9;-71.829986;-43.882546;11
23207;11;3.715463771;0.007811179;1.457940341;1;Temperate;Valdivian_forests;2100;9;-71.829986;-44.132546;11
23208;11;3.715463771;0.007811179;1.457940341;0;Temperate;Valdivian_forests;2100;9;-71.829986;-44.382546;11
23209;12;4.009651601;0.008362675;1.411230728;1;Temperate;Valdivian_forests;2100;9;-71.829986;-44.632546;11
23210;13;4.053106162;0.009529878;1.4430296;0;Temperate;Valdivian_forests;700;11;-71.829986;-44.882546;11
23211;13;4.314543022;0.010807306;1.469640286;0;Temperate;Valdivian_forests;700;11;-71.829986;-45.132546;11
23212;17;5.139194802;0.020202389;1.52081846;1;Temperate;Valdivian_forests;700;11;-71.829986;-45.382546;11
23213;18;5.351398002;0.021686328;1.513965435;1;Temperate;Valdivian_forests;700;11;-71.829986;-45.632546;11
23214;15;4.822112562;0.018393622;1.441087404;1;Temperate;Valdivian_forests;700;11;-71.829986;-45.882546;11
23215;15;4.822112562;0.018393622;1.441087404;1;Temperate;Valdivian_forests;700;11;-71.829986;-46.132546;11
23216;19;5.485362902;0.022015115;1.49088053;0;Temperate;Patagonian_Steppe;700;11;-71.829986;-46.382546;11
23217;15;4.663968694;0.012573218;1.421568501;1;Temperate;Patagonian_Steppe;700;11;-71.829986;-46.632546;11
23218;13;4.392504961;0.011267222;1.383221771;1;Temperate;Patagonian_Steppe;700;11;-71.829986;-46.882546;11
23219;15;4.663968694;0.012573218;1.421568501;1;Temperate;Patagonian_Steppe;700;11;-71.829986;-47.132546;11
23238;10;3.29876998;0.007019043;1.221979989;0;Arid;Magellanic_forests;120;8;-71.829986;-51.882546;12
23239;10;3.29876998;0.007019043;1.221979989;0;Arid;Magellanic_forests;120;8;-71.829986;-52.132546;12
23240;9;3.08061504;0.005886462;1.337285298;0;Temperate;Magellanic_forests;900;6;-71.829986;-52.382546;12
23241;9;3.29490578;0.007281369;1.356411598;0;Temperate;Magellanic_forests;1800;6.5;-71.829986;-52.632546;12
23242;8;2.93182815;0.005156969;1.464214478;0;Temperate;Magellanic_forests;1800;6.5;-71.829986;-52.882546;12
23243;10;3.610439451;0.007759919;1.420765146;0;Temperate;Magellanic_forests;1800;6.5;-71.829986;-53.132546;12
23244;5;2.41169906;0.004356729;1.221212732;0;Temperate;Magellanic_forests;1800;6.5;-71.829986;-53.382546;12
23245;4;1.93210726;0.00194672;1.371822532;0;Temperate;Magellanic_forests;1800;6.5;-71.829986;-53.632546;12
23246;3;1.63791943;0.001395224;1.519389511;1;Polar;Magellanic_forests;700;4;-71.829986;-53.882546;12
23247;0;0;0;NA;1;Polar;Magellanic_forests;700;4;-71.829986;-54.132546;12
23248;1;0.84684718;0.002056133;0;1;Polar;Magellanic_forests;700;4;-71.829986;-54.382546;12
23249;1;0.84684718;0.002056133;0;1;Polar;Magellanic_forests;700;4;-71.829986;-54.632546;12
23250;0;0;0;NA;1;Polar;Magellanic_forests;700;4;-71.829986;-54.882546;12
23300;8;2.762029651;0.007641605;1.702552297;0;Arid;Chilean_matorral;120;8;-71.579986;-28.882546;3
23301;8;2.762029651;0.007641605;1.702552297;1;Arid;Chilean_matorral;120;8;-71.579986;-29.132546;3
23305;10;3.194289431;0.007934038;1.656769353;0;Arid;Chilean_matorral;120;8;-71.579986;-30.132546;4
23306;11;3.289483991;0.008057051;1.703048191;0;Arid;Chilean_matorral;120;8;-71.579986;-30.382546;4
23307;11;3.289483991;0.008057051;1.703048191;1;Arid;Chilean_matorral;120;8;-71.579986;-30.632546;4
23308;11;3.289483991;0.008057051;1.703048191;0;Arid;Chilean_matorral;120;8;-71.579986;-30.882546;4
23309;11;3.289483991;0.008057051;1.703048191;0;Arid;Chilean_matorral;120;8;-71.579986;-31.132546;4
23310;11;3.289483991;0.008057051;1.703048191;0;Arid;Chilean_matorral;120;8;-71.579986;-31.382546;4
23311;11;3.289483991;0.008057051;1.703048191;0;Arid;Chilean_matorral;120;8;-71.579986;-31.632546;4
23312;10;2.893026431;0.006406855;1.695936691;0;Arid;Chilean_matorral;120;8;-71.579986;-31.882546;4
23313;11;3.387836321;0.007522171;1.672813757;0;Arid;Chilean_matorral;120;8;-71.579986;-32.132546;4
23314;10;2.893026431;0.006406855;1.695936691;0;Arid;Chilean_matorral;120;8;-71.579986;-32.382546;5
23315;11;3.105965581;0.006792359;1.861629087;1;Arid;Chilean_matorral;120;8;-71.579986;-32.632546;5
23316;10;2.893026431;0.006406855;1.695936691;0;Temperate;Chilean_matorral;700;11;-71.579986;-32.882546;5
23317;10;2.893026431;0.006406855;1.695936691;1;Temperate;Chilean_matorral;700;11;-71.579986;-33.132546;5
23318;10;2.893026431;0.006406855;1.695936691;0;Temperate;Chilean_matorral;700;11;-71.579986;-33.382546;5
23319;10;2.893026431;0.006406855;1.695936691;1;Temperate;Chilean_matorral;700;11;-71.579986;-33.632546;5
23320;11;3.105965581;0.006792359;1.861629087;1;Temperate;Chilean_matorral;700;11;-71.579986;-33.882546;5
23321;8;2.891925141;0.004259115;1.882778342;0;Temperate;Chilean_matorral;700;11;-71.579986;-34.132546;13
23322;8;2.891925141;0.004259115;1.882778342;0;Temperate;Chilean_matorral;700;11;-71.579986;-34.382546;6
