ID;SR;PD.obs;PD.SES;PD.Pvalue;FD.obs;FD.SES;FD.Pvalue;PE.obs;PE.SES;PE.Pvalue;Protegido;Clima;Ecorregion;Climate;Ecoregion;PP_MM;TMED;ALT_MIN;ALT_MAX;long;lat;codregion
39;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2500;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17621;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17622;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18054;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18208;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18699;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18853;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20763;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20907;3;1.025004361;-0.436358778;0.396;0.763409577;-0.495036559;0.382;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;1800;6.5;50;1600;-75.579986;-46.632546;11
20908;3;1.025004361;-0.417146508;0.4025;0.763409577;-0.496923361;0.3765;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;1800;6.5;50;1600;-75.579986;-46.882546;11
20912;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20913;1;0.460021701;-0.351491874;0.4395;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.579986;-48.132546;11
20914;1;0.460021701;-0.326778718;0.4455;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.579986;-48.382546;11
20915;1;0.460021701;-0.322882373;0.449;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.579986;-48.632546;11
20916;1;0.460021701;-0.314589892;0.45;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.579986;-48.882546;12
20917;1;0.460021701;-0.34435442;0.4405;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.579986;-49.132546;12
20918;1;0.460021701;-0.313322651;0.4505;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.579986;-49.382546;12
20919;1;0.460021701;-0.310776198;0.4515;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.579986;-49.632546;12
20920;1;0.460021701;-0.322088815;0.448;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.579986;-49.882546;12
20921;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20922;1;0.460021701;-0.316310359;0.4505;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.579986;-50.382546;12
20923;1;0.460021701;-0.334179225;0.443;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.579986;-50.632546;12
21054;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
21060;3;1.025004361;-0.435040105;0.395;0.763409577;-0.493131703;0.386;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;1800;6.5;50;1600;-75.329986;-46.382546;11
21061;3;1.025004361;-0.432178784;0.3935;0.763409577;-0.48041761;0.3815;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;1800;6.5;50;1600;-75.329986;-46.632546;11
21062;3;1.025004361;-0.47168657;0.383;0.763409577;-0.465350898;0.392;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;1800;6.5;50;1600;-75.329986;-46.882546;11
21065;1;0.460021701;-0.318081375;0.4485;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-47.632546;11
21066;1;0.460021701;-0.314740764;0.45;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-47.882546;11
21067;1;0.460021701;-0.360619108;0.4375;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-48.132546;11
21068;1;0.460021701;-0.331046957;0.4445;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-48.382546;11
21069;1;0.460021701;-0.327416367;0.4465;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-48.632546;12
21070;1;0.460021701;-0.343018607;0.442;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-48.882546;12
21071;1;0.460021701;-0.345521618;0.4405;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-49.132546;12
21072;1;0.460021701;-0.348448601;0.439;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-49.382546;12
21073;1;0.460021701;-0.327626329;0.447;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-49.632546;12
21074;1;0.460021701;-0.310249644;0.451;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-49.882546;12
21075;1;0.460021701;-0.337739189;0.4425;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-50.132546;12
21076;1;0.460021701;-0.347026776;0.44;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-50.382546;12
21077;1;0.460021701;-0.355246339;0.438;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-50.632546;12
21078;1;0.460021701;-0.347514091;0.441;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-50.882546;12
21080;1;0.460021701;-0.328186085;0.4455;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-51.382546;12
21081;1;0.460021701;-0.348493184;0.44;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.329986;-51.632546;12
21208;1;0.460021701;-0.354136393;0.439;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
21212;3;1.025004361;-0.42326966;0.401;0.763409577;-0.464796471;0.386;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-75.079986;-45.882546;11
21213;3;1.025004361;-0.419676347;0.406;0.763409577;-0.452282717;0.3955;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-75.079986;-46.132546;11
21214;3;1.025004361;-0.432690854;0.3985;0.763409577;-0.449119358;0.397;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-75.079986;-46.382546;11
21215;3;1.025004361;-0.413048093;0.409;0.763409577;-0.499240918;0.3785;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-75.079986;-46.632546;11
21216;2;0.903153831;-0.265201843;0.4525;0.647276228;-0.352818618;0.4325;0.000698084;-1.36479335;0.916916917;1;2;5;Templado;Bosque_Valdiviano;1800;6.5;50;1600;-75.079986;-46.882546;11
21219;2;1.271956271;0.057609798;0.5175;0.911444876;0.347886466;0.563;0.001148226;0.514983741;0.286286286;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-75.079986;-47.632546;11
21220;1;0.460021701;-0.365858874;0.4365;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-75.079986;-47.882546;11
21221;1;0.460021701;-0.360203672;0.4355;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-75.079986;-48.132546;11
21222;1;0.460021701;-0.342596193;0.4415;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-75.079986;-48.382546;11
21223;1;0.460021701;-0.353931251;0.4385;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-75.079986;-48.632546;12
21224;1;0.460021701;-0.322817232;0.4485;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-75.079986;-48.882546;12
21225;1;0.460021701;-0.335687391;0.4445;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-75.079986;-49.132546;12
21226;1;0.460021701;-0.327554975;0.4475;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-49.382546;12
21227;1;0.460021701;-0.343492095;0.444;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-49.632546;12
21228;1;0.460021701;-0.346096654;0.443;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-49.882546;12
21229;1;0.460021701;-0.327382362;0.4455;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-50.132546;12
21230;2;0.910705871;-0.389645963;0.4235;0.636647901;-0.499700745;0.3365;0.001156823;-0.971844846;0.912912913;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-50.382546;12
21231;1;0.460021701;-0.329088883;0.445;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-50.632546;12
21232;1;0.460021701;-0.350174736;0.439;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-50.882546;12
21233;1;0.460021701;-0.347589831;0.4405;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-51.132546;12
21234;1;0.460021701;-0.35701003;0.4365;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-51.382546;12
21235;1;0.460021701;-0.333131546;0.446;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-51.632546;12
21236;1;0.460021701;-0.309946984;0.451;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-51.882546;12
21237;1;0.460021701;-0.314409251;0.449;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-75.079986;-52.132546;12
21238;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
21357;2;0.930827071;-0.346487748;0.451;0.740722045;-0.050516932;0.518;0.058851237;0.134384115;0.254254254;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.829986;-43.632546;10
21361;1;0.460021701;-0.343170828;0.4415;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.829986;-44.632546;11
21365;2;0.903153831;-0.325101193;0.424;0.647276228;-0.353505019;0.432;0.000698084;-1.36479335;0.916916917;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.829986;-45.632546;11
21366;3;1.025004361;-0.442422046;0.3935;0.763409577;-0.478890826;0.3845;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.829986;-45.882546;11
21367;3;1.025004361;-0.455893922;0.391;0.763409577;-0.438270975;0.397;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.829986;-46.132546;11
21368;3;1.025004361;-0.422195866;0.401;0.763409577;-0.458449464;0.395;0.000793497;-2.15396089;0.971971972;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.829986;-46.382546;11
21369;3;1.025004361;-0.446232895;0.3915;0.763409577;-0.50822006;0.373;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.829986;-46.632546;11
21370;3;1.025004361;-0.416287778;0.4075;0.763409577;-0.471989282;0.3885;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.829986;-46.882546;11
21373;2;0.903153831;-0.319575302;0.429;0.647276228;-0.35005935;0.436;0.000698084;-1.36479335;0.916916917;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.829986;-47.632546;11
21374;1;0.460021701;-0.328825234;0.4455;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.829986;-47.882546;11
21375;1;0.460021701;-0.300685074;0.4535;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.829986;-48.132546;11
21376;1;0.460021701;-0.344800313;0.442;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.829986;-48.382546;11
21377;1;0.460021701;-0.32150669;0.448;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.829986;-48.632546;12
21378;1;0.460021701;-0.324176246;0.448;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.829986;-48.882546;12
21379;1;0.460021701;-0.333397306;0.4445;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.829986;-49.132546;12
21380;1;0.460021701;-0.333159901;0.446;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.829986;-49.382546;12
21381;1;0.460021701;-0.324657335;0.4495;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.829986;-49.632546;12
21382;1;0.460021701;-0.355508813;0.4385;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.829986;-49.882546;12
21383;2;0.903153831;-0.329138117;0.4275;0.647276228;-0.344127744;0.4335;0.000698084;-1.36479335;0.916916917;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.829986;-50.132546;12
21384;2;0.903153831;-0.322487659;0.4295;0.647276228;-0.354460652;0.435;0.000698084;-1.36479335;0.916916917;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.829986;-50.382546;12
21385;2;0.903153831;-0.312260261;0.436;0.647276228;-0.364834221;0.4305;0.000698084;-1.36479335;0.916916917;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.829986;-50.632546;12
21386;1;0.460021701;-0.323335986;0.4465;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.829986;-50.882546;12
21387;1;0.460021701;-0.318383867;0.4495;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.829986;-51.132546;12
21388;1;0.460021701;-0.330733473;0.446;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.829986;-51.382546;12
21389;1;0.460021701;-0.332936749;0.4445;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.829986;-51.632546;12
21390;1;0.460021701;-0.324175302;0.446;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.829986;-51.882546;12
21391;1;0.460021701;-0.32541834;0.4475;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.829986;-52.132546;12
21392;1;0.460021701;-0.33789135;0.444;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.829986;-52.382546;12
21393;0;0;0;0;0;0;0;0;0;0;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-74.829986;-52.632546;12
21394;0;0;0;0;0;0;0;0;0;0;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-74.829986;-52.882546;12
21511;2;0.930827071;-0.392570808;0.4285;0.740722045;-0.097662063;0.5015;0.058851237;0.134384115;0.254254254;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-43.632546;10
21514;2;0.903153831;-0.29696665;0.4375;0.647276228;-0.377066057;0.423;0.000698084;-1.36479335;0.916916917;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-44.382546;11
21515;2;0.903153831;-0.33274377;0.4275;0.647276228;-0.365049674;0.429;0.000698084;-1.36479335;0.916916917;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-44.632546;11
21516;2;0.903153831;-0.304761574;0.443;0.647276228;-0.371613179;0.4235;0.000698084;-1.36479335;0.916916917;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-44.882546;11
21517;2;0.903153831;-0.343968838;0.4215;0.647276228;-0.357600717;0.4315;0.000698084;-1.36479335;0.916916917;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-45.132546;11
21518;2;0.903153831;-0.349060705;0.418;0.647276228;-0.306058905;0.444;0.000698084;-1.36479335;0.916916917;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-45.382546;11
21519;2;0.903153831;-0.333583216;0.423;0.647276228;-0.378833045;0.4225;0.000698084;-1.36479335;0.916916917;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-45.632546;11
21520;3;1.025004361;-0.432777142;0.4035;0.763409577;-0.458974735;0.394;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-45.882546;11
21521;3;1.025004361;-0.42444955;0.4045;0.763409577;-0.459211138;0.3925;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-46.132546;11
21522;3;1.025004361;-0.450442908;0.394;0.763409577;-0.499501961;0.376;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-46.382546;11
21523;3;1.025004361;-0.381588087;0.4165;0.763409577;-0.482373389;0.3865;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-46.632546;11
21524;3;1.025004361;-0.408853451;0.411;0.763409577;-0.477803597;0.389;0.000793497;-2.15396089;0.971971972;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.579986;-46.882546;11
21526;4;1.836938931;-0.054479399;0.448;1.219132015;-0.204783414;0.439;0.001588165;-0.353151374;0.651651652;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-47.382546;11
21527;4;1.836938931;-0.010846644;0.4665;1.219132015;-0.292043481;0.416;0.001588165;-0.353151374;0.651651652;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-47.632546;11
21528;4;1.836938931;-0.096190496;0.441;1.219132015;-0.233444585;0.43;0.001588165;-0.353151374;0.651651652;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-47.882546;11
21529;4;1.836938931;-0.024770164;0.4585;1.219132015;-0.283842185;0.4275;0.001588165;-0.353151374;0.651651652;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-48.132546;11
21530;3;1.715088401;0.156724088;0.501;1.102998666;-0.018792909;0.4785;0.001492752;0.311063225;0.391391391;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-48.382546;11
21531;2;1.271956271;0.071908613;0.523;0.911444876;0.308037014;0.5505;0.001148226;0.514983741;0.286286286;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-48.632546;12
21532;2;1.271956271;0.086855528;0.524;0.911444876;0.310022146;0.5525;0.001148226;0.514983741;0.286286286;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-48.882546;12
21533;3;1.725455571;0.179210825;0.514;1.102998666;-0.068256501;0.4685;0.001463734;0.410691661;0.33033033;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-49.132546;12
21534;1;0.460021701;-0.374075869;0.4315;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-49.382546;12
21535;1;0.460021701;-0.326554746;0.448;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-49.632546;12
21536;1;0.460021701;-0.325467191;0.4465;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-49.882546;12
21537;4;1.836938931;-0.055390908;0.4515;1.219132015;-0.224589581;0.439;0.001588165;-0.353151374;0.651651652;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-50.132546;12
21538;4;1.836938931;-0.019634472;0.4625;1.219132015;-0.254779135;0.4355;0.001588165;-0.353151374;0.651651652;1;2;6;Templado;Bosque_Maguellanico;2100;9;0;1400;-74.579986;-50.382546;12
21539;2;0.903153831;-0.362183346;0.418;0.647276228;-0.351907961;0.43;0.000698084;-1.36479335;0.916916917;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.579986;-50.632546;12
21540;1;0.460021701;-0.329705;0.446;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.579986;-50.882546;12
21541;1;0.460021701;-0.324102636;0.448;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.579986;-51.132546;12
21542;1;0.460021701;-0.302136392;0.4535;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.579986;-51.382546;12
21543;1;0.460021701;-0.34235557;0.4415;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.579986;-51.632546;12
21544;1;0.460021701;-0.345193453;0.441;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.579986;-51.882546;12
21545;1;0.460021701;-0.341283398;0.443;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.579986;-52.132546;12
21546;1;0.460021701;-0.324520243;0.447;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-74.579986;-52.382546;12
21547;1;0.460021701;-0.332452171;0.445;0.455722438;NA;0.5005;0.000353558;-1.940788782;0.970970971;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-74.579986;-52.632546;12
21548;0;0;0;0;0;0;0;0;0;0;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-74.579986;-52.882546;12
21549;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
21662;5;2.326202351;0.113734423;0.4875;1.584997301;0.061526492;0.525;0.003885233;-0.696940404;0.767767768;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.329986;-42.882546;10
21663;5;2.326202351;0.072885443;0.479;1.584997301;0.041599579;0.525;0.003885233;-0.696940404;0.767767768;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.329986;-43.132546;10
21664;5;2.326202351;0.07281024;0.482;1.584997301;0.038804348;0.514;0.003885233;-0.696940404;0.767767768;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.329986;-43.382546;10
21666;2;0.903153831;-0.337042101;0.421;0.647276228;-0.367316081;0.426;0.000698084;-1.36479335;0.916916917;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.329986;-43.882546;11
21667;2;0.903153831;-0.301722318;0.4385;0.647276228;-0.3812631;0.42;0.000698084;-1.36479335;0.916916917;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-74.329986;-44.132546;11
