ID;SR;PD.obs;PD.SES;PD.Pvalue;FD.obs;FD.SES;FD.Pvalue;PE.obs;PE.SES;PE.Pvalue;Protegido;Clima;Ecorregion;Climate;Ecoregion;PP_MM;TMED;ALT_MIN;ALT_MAX;long;lat;codregion
23171;8;2.912722292;-0.277246252;0.426;2.420466711;0.449640888;0.638;0.004201304;-0.416115866;0.632632633;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.829986;-35.132546;7
23172;9;3.090118432;-0.330033666;0.4175;2.529200735;0.294319485;0.5955;0.00457502;-0.446686217;0.652652653;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.829986;-35.382546;7
23173;8;2.924554262;-0.097411391;0.4645;2.263412893;0.079277876;0.5285;0.003885106;-0.308929294;0.58958959;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.829986;-35.632546;7
23174;9;3.078283892;-0.16060782;0.4615;2.274968801;-0.151650563;0.443;0.004303752;-0.373572643;0.623623624;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.829986;-35.882546;7
23175;11;3.288666662;-0.571644155;0.3125;2.609497264;-0.245910931;0.406;0.005078466;-0.948478018;0.876876877;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.829986;-36.132546;16
23176;11;3.288666662;-0.588071004;0.307;2.609497264;-0.18349306;0.4225;0.005078466;-0.948478018;0.876876877;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.829986;-36.382546;16
23177;12;3.531685302;-0.439649635;0.3795;2.875285107;0.072981431;0.5195;0.005879077;-1.142098123;0.896896897;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.829986;-36.632546;16
23178;13;4.026495192;-0.173537629;0.4465;2.968240644;0.031107519;0.494;0.006994393;-0.859176466;0.795795796;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.829986;-36.882546;16
23179;12;3.809369202;-0.162164818;0.4325;2.875285107;0.13419781;0.541;0.006451131;-0.871632259;0.793793794;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.829986;-37.132546;8
23180;12;3.809369202;-0.149624222;0.458;2.875285107;0.072996606;0.503;0.006451131;-0.871632259;0.793793794;0;2;3;Templado;Matorral_chileno;2100;9.5;200;2000;-71.829986;-37.382546;8
23181;13;3.892646362;-0.26911751;0.4;3.234451458;0.469129743;0.659;0.007002635;-1.036629922;0.863863864;0;2;3;Templado;Matorral_chileno;2100;9.5;200;2000;-71.829986;-37.632546;8
23182;13;3.892917012;-0.248346497;0.414;3.171245197;0.372332213;0.612;0.006959648;-0.967889848;0.832832833;1;2;3;Templado;Matorral_chileno;2100;9.5;200;2000;-71.829986;-37.882546;9
23183;15;4.124275512;-0.418772195;0.336;3.576248633;0.474237094;0.6595;0.007718554;-1.421767243;0.945945946;1;2;3;Templado;Matorral_chileno;2100;9.5;200;2000;-71.829986;-38.132546;9
23184;14;3.916193002;-0.46918426;0.3365;3.334066807;0.378187129;0.6135;0.018597643;-0.784768392;0.848848849;0;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.829986;-38.382546;9
23185;13;3.892917012;-0.2246549;0.414;3.171245197;0.368389474;0.62;0.006959648;-0.967889848;0.832832833;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.829986;-38.632546;9
23186;12;3.809639852;-0.118788216;0.437;2.922403559;0.213030473;0.5765;0.006408143;-0.777499976;0.757757758;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.829986;-38.882546;9
23187;13;3.900182152;-0.26288458;0.403;3.119402587;0.348984743;0.628;0.006919496;-1.043928154;0.848848849;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.829986;-39.132546;9
23188;13;3.871323372;-0.270094556;0.402;3.072284135;0.303080829;0.5965;0.007951595;-0.889002105;0.844844845;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.829986;-39.382546;14
23189;14;4.091209472;-0.387159455;0.369;3.082786912;0.031630036;0.5025;0.010538491;-0.591233872;0.675675676;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.829986;-39.632546;14
23190;14;4.091209472;-0.395408749;0.3835;3.082786912;0.005481809;0.5035;0.010538491;-0.591233872;0.675675676;0;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.829986;-39.882546;14
23191;14;4.091209472;-0.353277343;0.3885;3.082786912;0.021216857;0.5225;0.010538491;-0.591233872;0.675675676;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-40.132546;14
23192;14;4.348801702;-0.040307334;0.5015;3.066568347;-0.067507711;0.47;0.010754845;-0.354081272;0.55955956;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-40.382546;14
23193;14;4.348801702;0.036557143;0.538;3.066568347;-0.129630138;0.429;0.010754845;-0.354081272;0.55955956;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-40.632546;10
23194;15;4.439344002;-0.123364216;0.475;3.263567375;0.013740263;0.4985;0.011266198;-0.534798502;0.654654655;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-40.882546;10
23195;14;4.359819491;0.048730174;0.5375;2.997779533;-0.093441764;0.4755;0.010935086;-0.43073602;0.591591592;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-41.132546;10
23196;13;4.023255421;-0.170908097;0.445;2.81699907;-0.128988974;0.444;0.008780567;-0.098127989;0.481481481;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-41.382546;10
23197;11;3.490383671;-0.222930021;0.3985;2.494448394;-0.301528118;0.402;0.005319412;-0.44911943;0.648648649;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-41.632546;10
23198;12;3.708538611;-0.235845145;0.413;2.675373857;-0.180026459;0.4525;0.006451993;-0.446477385;0.650650651;0;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.829986;-41.882546;10
23199;13;4.295772591;0.055250235;0.5265;2.86315463;-0.147987532;0.4625;0.009011888;1.005113966;0.17017017;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-42.132546;10
23203;13;4.295772591;0.078943781;0.534;2.86315463;-0.160460206;0.4525;0.009011888;1.005113966;0.17017017;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-43.132546;10
23204;12;3.947638061;-0.101740843;0.4705;2.490423106;-0.453035882;0.325;0.00828418;0.898742131;0.191191191;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-43.382546;10
23205;11;3.715463771;-0.074296953;0.4575;2.464809655;-0.287238992;0.402;0.007811179;0.943920971;0.174174174;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-43.632546;10
23206;11;3.715463771;-0.074309166;0.453;2.464809655;-0.25348355;0.3925;0.007811179;0.943920971;0.174174174;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-43.882546;11
23207;11;3.715463771;-0.108933631;0.452;2.464809655;-0.215326565;0.4045;0.007811179;0.943920971;0.174174174;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-44.132546;11
23208;11;3.715463771;-0.157267815;0.422;2.464809655;-0.269203767;0.3915;0.007811179;0.943920971;0.174174174;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-44.382546;11
23209;12;4.009651601;0.002016377;0.5085;2.83754118;0.193882157;0.552;0.008362675;0.820904373;0.196196196;1;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.829986;-44.632546;11
23210;13;4.053106162;-0.208785785;0.4075;2.930669252;0.023326978;0.5065;0.009529878;-0.583944904;0.701701702;0;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.829986;-44.882546;11
23211;13;4.314543022;-0.002121507;0.496;2.930669252;0.027107222;0.487;0.010807306;-0.294566214;0.488488488;0;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.829986;-45.132546;11
23212;17;5.139194802;0.081716543;0.5125;3.477027353;0.064477043;0.5325;0.020202389;-0.494068047;0.611611612;1;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.829986;-45.382546;11
23213;18;5.351398002;-0.036583017;0.4935;3.482465766;-0.052424368;0.4675;0.021686328;-0.437521807;0.592592593;1;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.829986;-45.632546;11
23214;15;4.822112562;0.080927974;0.534;3.187072787;-0.051620037;0.4595;0.018393622;-0.144078434;0.437437437;1;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.829986;-45.882546;11
23215;15;4.822112562;0.020116484;0.4795;3.187072787;-0.089943444;0.471;0.018393622;-0.144078434;0.437437437;1;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.829986;-46.132546;11
23216;19;5.485362902;-0.100453096;0.4535;3.508079216;-0.271357736;0.3935;0.022015115;-0.452583493;0.596596597;0;2;7;Templado;Estepa_Patagonica;700;11;100;1000;-71.829986;-46.382546;11
23217;15;4.663968694;0.019495448;0.5305;3.41721092;0.433253879;0.6205;0.012573218;-0.233794475;0.505505506;1;2;7;Templado;Estepa_Patagonica;700;11;100;1000;-71.829986;-46.632546;11
23218;13;4.392504961;0.232197747;0.5915;3.142755832;0.483365798;0.6375;0.011267222;1.019486733;0.162162162;1;2;7;Templado;Estepa_Patagonica;700;11;100;1000;-71.829986;-46.882546;11
23219;15;4.663968694;0.071921863;0.529;3.41721092;0.366207932;0.627;0.012573218;-0.233794475;0.505505506;1;2;7;Templado;Estepa_Patagonica;700;11;100;1000;-71.829986;-47.132546;11
23238;10;3.29876998;-0.196155653;0.414;2.285702161;-0.316294717;0.3715;0.007019043;0.06262863;0.423423423;0;1;6;Arido;Bosque_Maguellanico;120;8;800;3000;-71.829986;-51.882546;12
23239;10;3.29876998;-0.221610428;0.4265;2.285702161;-0.282197797;0.384;0.007019043;0.06262863;0.423423423;0;1;6;Arido;Bosque_Maguellanico;120;8;800;3000;-71.829986;-52.132546;12
23240;9;3.08061504;-0.179125134;0.4475;2.279060211;0.001714483;0.4715;0.005886462;0.215461945;0.356356356;0;2;6;Templado;Bosque_Maguellanico;900;6;650;2500;-71.829986;-52.382546;12
23241;9;3.29490578;0.087080914;0.5515;2.279060211;-0.043691833;0.456;0.007281369;0.696905346;0.224224224;0;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-71.829986;-52.632546;12
23242;8;2.93182815;-0.028620154;0.4705;2.263412893;0.248935384;0.582;0.005156969;-0.304839089;0.572572573;0;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-71.829986;-52.882546;12
23243;10;3.610439451;0.13059448;0.544;2.546239134;0.131433597;0.555;0.007759919;0.796667681;0.2002002;0;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-71.829986;-53.132546;12
23244;5;2.41169906;0.132815208;0.538;1.591863539;0.069674243;0.5225;0.004356729;1.552173333;0.089089089;0;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-71.829986;-53.382546;12
23245;4;1.93210726;-0.11552421;0.466;1.400309749;0.104736875;0.553;0.00194672;-0.512384631;0.660660661;0;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-71.829986;-53.632546;12
23246;3;1.63791943;0.052727587;0.485;1.027578225;-0.233262464;0.4395;0.001395224;-0.016155799;0.50950951;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.829986;-53.882546;12
23247;0;0;0;0;0;0;0;0;0;0;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.829986;-54.132546;12
23248;1;0.84684718;0.440054208;0.623;0.455722438;NA;0.5005;0.002056133;0.770598605;0.187187187;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.829986;-54.382546;12
23249;1;0.84684718;0.42259888;0.617;0.455722438;NA;0.5005;0.002056133;0.770598605;0.187187187;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.829986;-54.632546;12
23250;0;0;0;0;0;0;0;0;0;0;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.829986;-54.882546;12
23300;8;3.117247451;0.080666233;0.531;2.104090352;-0.135709582;0.46;0.007641605;-0.535477705;0.641641642;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-28.882546;3
23301;8;3.117247451;0.148886956;0.5565;2.104090352;-0.116067082;0.464;0.007641605;-0.535477705;0.641641642;1;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-29.132546;3
23302;2;0.877031201;-0.45832587;0.336;0.636647901;-0.509023817;0.3335;0.002106019;-0.536477706;0.645645646;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
23303;1;0.6780117;-0.187283568;0.406;0.455722438;NA;0.5005;0.001913078;-0.423243843;0.547547548;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
23305;10;3.549507231;0.145995563;0.5715;2.724505866;0.077012517;0.508;0.007934038;-0.831077383;0.780780781;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-30.132546;4
23306;11;3.644701791;0.048099622;0.5445;2.840639215;0.043019332;0.501;0.008057051;-0.887395744;0.7997998;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-30.382546;4
23307;11;3.644701791;-0.01923196;0.511;2.840639215;0.099947192;0.508;0.008057051;-0.887395744;0.7997998;1;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-30.632546;4
23308;11;3.644701791;-0.013357293;0.5125;2.840639215;0.115360788;0.536;0.008057051;-0.887395744;0.7997998;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-30.882546;4
23309;11;3.644701791;0.052623147;0.5345;2.840639215;0.102408735;0.5195;0.008057051;-0.887395744;0.7997998;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-31.132546;4
23310;11;3.644701791;0.059127115;0.529;2.840639215;0.115897226;0.5235;0.008057051;-0.887395744;0.7997998;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-31.382546;4
23311;11;3.644701791;0.040078467;0.523;2.840639215;0.062009472;0.5245;0.008057051;-0.887395744;0.7997998;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-31.632546;4
23312;10;3.248244231;-0.217835112;0.4375;2.802524011;0.426286942;0.633;0.006406855;-0.847867383;0.802802803;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-31.882546;4
23313;11;3.743054121;0.020523797;0.4975;2.895479549;0.226020234;0.5605;0.007522171;-0.565947844;0.682682683;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-32.132546;4
23314;10;3.248244231;-0.310849587;0.4;2.802524011;0.410651265;0.6305;0.006406855;-0.847867383;0.802802803;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-32.382546;5
23315;11;3.461183381;-0.354078858;0.391;3.080339734;0.572632831;0.6915;0.006792359;-0.832327156;0.7997998;1;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.579986;-32.632546;5
23316;10;3.248244231;-0.354693633;0.3915;2.802524011;0.43176974;0.6445;0.006406855;-0.847867383;0.802802803;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-32.882546;5
23317;10;3.248244231;-0.309509074;0.389;2.802524011;0.396542314;0.619;0.006406855;-0.847867383;0.802802803;1;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-33.132546;5
23318;10;3.248244231;-0.304281968;0.407;2.802524011;0.439171868;0.6435;0.006406855;-0.847867383;0.802802803;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-33.382546;5
23319;10;3.248244231;-0.315992698;0.377;2.802524011;0.409287697;0.6305;0.006406855;-0.847867383;0.802802803;1;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-33.632546;5
23320;11;3.461183381;-0.390315341;0.377;3.080339734;0.581797899;0.682;0.006792359;-0.832327156;0.7997998;1;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-33.882546;5
23321;8;2.891925141;-0.332189128;0.386;2.51384522;0.650305783;0.6945;0.004259115;-0.524160775;0.676676677;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-34.132546;13
23322;8;2.891925141;-0.318950026;0.3985;2.51384522;0.716953524;0.7205;0.004259115;-0.524160775;0.676676677;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-34.382546;6
23323;9;2.971449652;-0.48487984;0.3395;2.779633062;0.730903879;0.7355;0.004590227;-0.859175031;0.798798799;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-34.632546;6
23324;9;2.971449652;-0.497515129;0.3295;2.779633062;0.775285479;0.7525;0.004590227;-0.859175031;0.798798799;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-34.882546;7
23325;9;2.957771662;-0.562805808;0.301;2.73251461;0.6286205;0.705;0.004626587;-1.037468813;0.897897898;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-35.132546;7
23326;9;3.057766262;-0.357220447;0.3975;2.575460792;0.28081564;0.578;0.004570294;-0.859787797;0.840840841;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-35.382546;7
23327;12;3.347624792;-0.744651007;0.253;3.211970893;0.634819868;0.711;0.005807872;-1.267108486;0.927927928;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-35.632546;7
23328;13;3.424795562;-0.768781254;0.225;3.234451458;0.402375304;0.6225;0.005897397;-1.32567307;0.940940941;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-35.882546;7
23329;12;3.531685302;-0.4609441;0.376;2.875285107;0.039479454;0.5055;0.005879077;-1.142098123;0.896896897;0;2;3;Templado;Matorral_chileno;700;11;100;1000;-71.579986;-36.132546;7
23330;12;3.531685302;-0.457054566;0.3595;2.875285107;0.042086272;0.5015;0.005879077;-1.142098123;0.896896897;0;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.579986;-36.382546;16
23331;12;3.531685302;-0.467309565;0.356;2.875285107;0.06627289;0.5185;0.005879077;-1.142098123;0.896896897;1;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.579986;-36.632546;16
23332;12;3.809369202;-0.208234269;0.4175;2.875285107;0.0946053;0.536;0.006451131;-0.871632259;0.793793794;1;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.579986;-36.882546;8
23333;12;3.809369202;-0.177903582;0.433;2.875285107;0.077045325;0.5055;0.006451131;-0.871632259;0.793793794;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-37.132546;8
23334;12;3.809369202;-0.153885034;0.427;2.875285107;0.079868525;0.515;0.006451131;-0.871632259;0.793793794;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-37.382546;8
23335;13;4.029255302;-0.255622177;0.4255;2.885787884;-0.104499329;0.4545;0.009038026;-0.370939585;0.587587588;0;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-37.632546;8
23336;13;3.823872362;-0.355579036;0.358;3.234451458;0.454584595;0.6495;0.006623787;-1.313620167;0.93993994;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-37.882546;8
23337;12;3.809639852;-0.119733821;0.4465;2.922403559;0.265694489;0.5785;0.006408143;-0.777499976;0.757757758;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-38.132546;9
23338;14;4.181050372;-0.15273017;0.435;3.483293095;0.569750709;0.6855;0.018773846;-0.773243963;0.842842843;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-38.382546;9
23339;13;4.157774382;-0.004367326;0.4985;3.234451458;0.470359258;0.647;0.007135851;-0.669896578;0.725725726;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-38.632546;9
23340;13;4.157774382;0.056976225;0.496;3.234451458;0.492028043;0.6515;0.007135851;-0.669896578;0.725725726;1;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.579986;-38.882546;9
23341;15;4.468202782;-0.124360014;0.4785;3.441953263;0.334755115;0.5995;0.010234099;-0.431772715;0.626626627;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-39.132546;9
23342;16;4.520013142;-0.22924568;0.443;3.622733726;0.463306843;0.6305;0.011757933;-0.771137214;0.770770771;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-39.382546;14
23343;15;4.439344002;-0.147674646;0.4575;3.263567375;-0.026536966;0.4995;0.011266198;-0.534798502;0.654654655;1;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-39.632546;14
23344;15;4.439344002;-0.142515564;0.4575;3.263567375;0.017151313;0.4965;0.011266198;-0.534798502;0.654654655;0;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-39.882546;14
23345;14;4.348801702;-0.083937775;0.479;3.066568347;-0.150592669;0.441;0.010754845;-0.354081272;0.55955956;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.579986;-40.132546;14
23346;14;4.348801702;-0.063615701;0.4815;3.066568347;-0.110549367;0.444;0.010754845;-0.354081272;0.55955956;0;2;5;Templado;Bosque_Valdiviano;2100;9.5;200;2000;-71.579986;-40.382546;14
23359;11;3.821443171;0.016852582;0.493;2.464809655;-0.246933665;0.3975;0.008001085;0.991321307;0.174174174;0;2;5;Templado;Bosque_Valdiviano;2100;9;0;1400;-71.579986;-43.632546;10
23360;10;3.589268881;0.032488788;0.4945;2.356075631;-0.237664088;0.3925;0.007528084;1.045057734;0.156156156;1;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.579986;-43.882546;10
23361;10;3.589268881;0.065242234;0.512;2.356075631;-0.16308755;0.4275;0.007528084;1.045057734;0.156156156;1;3;5;Polar;Bosque_Valdiviano;700;4;2000;4300;-71.579986;-44.132546;10
23362;12;4.301034971;0.20761974;0.566;2.566710433;-0.327226856;0.3935;0.010411095;1.953881479;0.037037037;1;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.579986;-44.382546;11
23363;13;4.595222801;0.315488288;0.6065;2.939441958;0.079170256;0.5165;0.010962591;1.811188465;0.051051051;1;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.579986;-44.632546;11
23364;13;4.016588882;-0.290974847;0.3835;2.793339156;-0.521674996;0.311;0.018034026;-0.31011638;0.491491491;1;2;5;Templado;Bosque_Valdiviano;900;6;650;2500;-71.579986;-44.882546;11
23365;16;4.693936432;-0.264969659;0.411;3.19089393;-0.265452902;0.392;0.025290195;-0.21377649;0.482482482;0;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.579986;-45.132546;11
23366;17;5.056059542;-0.097728627;0.4515;3.299627954;-0.26877418;0.402;0.02701248;-0.151274275;0.452452452;0;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.579986;-45.382546;11
23367;16;4.823885252;-0.135521643;0.4595;3.274014503;-0.111233924;0.4685;0.026539479;-0.151631492;0.455455455;0;2;7;Templado;Estepa_Patagonica;700;11;100;1000;-71.579986;-45.632546;11
23368;15;4.461762142;-0.285688938;0.405;3.165280479;-0.093443716;0.4175;0.024817194;-0.213544606;0.478478478;0;2;5;Templado;Bosque_Valdiviano;700;11;100;1000;-71.579986;-45.882546;11
23369;14;4.356866442;-0.156304539;0.4555;3.078338762;0.030447769;0.4825;0.017324644;-0.221271196;0.472472472;0;2;7;Templado;Estepa_Patagonica;900;6;650;2500;-71.579986;-46.132546;11
23370;13;4.226607801;-0.075635217;0.465;2.856321384;-0.061789158;0.471;0.010130369;1.368596153;0.097097097;0;2;7;Templado;Estepa_Patagonica;700;11;100;1000;-71.579986;-46.382546;11
23371;13;4.226607801;-0.013418193;0.4815;2.856321384;-0.05369349;0.4575;0.010130369;1.368596153;0.097097097;0;2;7;Templado;Estepa_Patagonica;700;11;100;1000;-71.579986;-46.632546;11
23392;9;3.19608239;0.006992011;0.4995;2.279060211;-0.026946184;0.466;0.006447533;0.608490599;0.243243243;0;1;7;Arido;Estepa_Patagonica;120;8;800;3000;-71.579986;-51.882546;12
23393;10;3.29876998;-0.16187333;0.451;2.285702161;-0.278845797;0.382;0.007019043;0.06262863;0.423423423;0;1;7;Arido;Estepa_Patagonica;120;8;800;3000;-71.579986;-52.132546;12
23394;9;3.08061504;-0.141425533;0.445;2.279060211;-0.011006977;0.477;0.005886462;0.215461945;0.356356356;0;1;6;Arido;Bosque_Maguellanico;120;8;800;3000;-71.579986;-52.382546;12
23395;10;3.47230192;0.021762174;0.495;2.387794236;-0.15089435;0.444;0.007655085;0.656945124;0.235235235;0;2;6;Templado;Bosque_Maguellanico;900;6;650;2500;-71.579986;-52.632546;12
23396;5;2.411330281;0.290670339;0.5795;1.760729797;0.517774728;0.652;0.003783853;0.461581302;0.272272272;0;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-71.579986;-52.882546;12
23397;7;2.80053131;0.06420944;0.5255;1.892159827;-0.143727085;0.4525;0.004941235;1.291040904;0.111111111;0;2;6;Templado;Bosque_Maguellanico;1800;6.5;50;1600;-71.579986;-53.132546;12
23398;7;2.80053131;0.049032301;0.5125;1.892159827;-0.124193784;0.4695;0.004941235;1.291040904;0.111111111;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.579986;-53.382546;12
23399;5;1.99298923;-0.297011047;0.424;1.422790314;-0.213097332;0.4835;0.002034827;-0.971347454;0.836836837;0;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.579986;-53.632546;12
23400;4;1.93210726;-0.037362085;0.48;1.400309749;0.173722845;0.5665;0.00194672;-0.512384631;0.660660661;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.579986;-53.882546;12
23401;0;0;0;0;0;0;0;0;0;0;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.579986;-54.132546;12
23402;1;0.84684718;0.406270923;0.6105;0.455722438;NA;0.5005;0.002056133;0.770598605;0.187187187;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.579986;-54.382546;12
23403;1;0.84684718;0.401133548;0.6115;0.455722438;NA;0.5005;0.002056133;0.770598605;0.187187187;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.579986;-54.632546;12
23404;0;0;0;0;0;0;0;0;0;0;1;3;6;Polar;Bosque_Maguellanico;700;4;2000;4300;-71.579986;-54.882546;12
23452;6;2.662062531;0.222753973;0.573;1.706808798;-0.134865304;0.501;0.005602486;-0.100933575;0.44044044;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.329986;-28.382546;3
23453;8;3.117247451;0.135066424;0.551;2.104090352;-0.105334318;0.4665;0.007641605;-0.535477705;0.641641642;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.329986;-28.632546;3
23454;8;3.117247451;0.137034984;0.5485;2.104090352;-0.102142995;0.463;0.007641605;-0.535477705;0.641641642;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.329986;-28.882546;3
23455;8;3.117247451;0.146247471;0.5545;2.104090352;-0.083725267;0.479;0.007641605;-0.535477705;0.641641642;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.329986;-29.132546;3
23456;9;3.528192151;0.350001927;0.6305;2.476821877;0.202269626;0.5575;0.008136719;-0.458091616;0.596596597;0;1;3;Arido;Matorral_chileno;120;8;800;3000;-71.329986;-29.382546;4
